model,start_time,end_time
MRPC,2020-06-29 23:41:36.427207,2020-06-29 23:42:31.367912
STS-B,2020-06-29 23:43:50.022453,2020-06-29 23:44:45.388476
CoLA,2020-06-29 23:45:01.687218,2020-06-29 23:45:48.487155
bert_squad,2020-07-08 15:59:19.952964,2020-07-08 15:59:37.163396
