, 98, 36, 11178, 7129, 4049, 66, 244.72, P2
2020/07/17 12:08:58.937, 0, 0, 11176, 5282, 5894, 80, 92.08, P2
2020/07/17 12:08:59.939, 90, 47, 11178, 7129, 4049, 70, 239.21, P2
2020/07/17 12:08:59.942, 76, 22, 11176, 5282, 5894, 81, 244.98, P2
2020/07/17 12:09:00.944, 98, 38, 11178, 7129, 4049, 70, 140.54, P2
2020/07/17 12:09:00.946, 76, 13, 11176, 5282, 5894, 81, 177.58, P2
2020/07/17 12:09:01.948, 98, 44, 11178, 7129, 4049, 69, 259.72, P2
2020/07/17 12:09:01.951, 75, 29, 11176, 5282, 5894, 81, 259.19, P2
2020/07/17 12:09:02.953, 98, 49, 11178, 7129, 4049, 69, 100.60, P2
2020/07/17 12:09:02.955, 99, 46, 11176, 5282, 5894, 81, 97.99, P2
2020/07/17 12:09:03.957, 83, 46, 11178, 7129, 4049, 70, 171.56, P2
2020/07/17 12:09:03.960, 99, 51, 11176, 5282, 5894, 81, 94.18, P2
2020/07/17 12:09:04.962, 83, 53, 11178, 7129, 4049, 70, 112.08, P2
2020/07/17 12:09:04.964, 99, 47, 11176, 5282, 5894, 81, 117.11, P2
2020/07/17 12:09:05.966, 83, 41, 11178, 7129, 4049, 70, 235.94, P2
2020/07/17 12:09:05.968, 88, 30, 11176, 5282, 5894, 81, 244.65, P2
2020/07/17 12:09:06.970, 88, 48, 11178, 7129, 4049, 70, 257.27, P2
2020/07/17 12:09:06.977, 75, 23, 11176, 5282, 5894, 81, 261.48, P2
2020/07/17 12:09:07.979, 98, 38, 11178, 7129, 4049, 70, 121.76, P2
2020/07/17 12:09:07.982, 76, 14, 11176, 5282, 5894, 81, 126.57, P2
2020/07/17 12:09:08.984, 98, 44, 11178, 7129, 4049, 69, 252.39, P2
2020/07/17 12:09:08.986, 78, 32, 11176, 5282, 5894, 81, 253.68, P2
2020/07/17 12:09:09.988, 98, 46, 11178, 7129, 4049, 70, 105.63, P2
2020/07/17 12:09:09.990, 99, 46, 11176, 5282, 5894, 81, 98.64, P2
2020/07/17 12:09:10.992, 83, 48, 11178, 7129, 4049, 70, 149.53, P2
2020/07/17 12:09:10.995, 99, 51, 11176, 5282, 5894, 81, 98.56, P2
2020/07/17 12:09:11.997, 83, 53, 11178, 7129, 4049, 70, 133.59, P2
2020/07/17 12:09:11.999, 99, 45, 11176, 5282, 5894, 82, 131.61, P2
2020/07/17 12:09:13.001, 83, 39, 11178, 7129, 4049, 70, 247.86, P2
2020/07/17 12:09:13.004, 86, 29, 11176, 5282, 5894, 81, 257.43, P2
2020/07/17 12:09:14.006, 98, 37, 11178, 7129, 4049, 70, 285.48, P2
2020/07/17 12:09:14.010, 75, 19, 11176, 5282, 5894, 81, 294.95, P2
2020/07/17 12:09:15.012, 98, 50, 11178, 7129, 4049, 70, 173.44, P2
2020/07/17 12:09:15.014, 88, 38, 11176, 5282, 5894, 81, 183.39, P2
2020/07/17 12:09:16.016, 99, 47, 11178, 7129, 4049, 70, 150.77, P2
2020/07/17 12:09:16.019, 99, 45, 11176, 5282, 5894, 81, 95.94, P2
2020/07/17 12:09:17.021, 83, 51, 11178, 7129, 4049, 70, 104.26, P2
2020/07/17 12:09:17.024, 99, 52, 11176, 5282, 5894, 82, 110.73, P2
2020/07/17 12:09:18.026, 83, 52, 11178, 7129, 4049, 70, 252.33, P2
2020/07/17 12:09:18.029, 99, 41, 11176, 5282, 5894, 82, 235.98, P2
2020/07/17 12:09:19.035, 82, 38, 11178, 7129, 4049, 70, 258.65, P2
2020/07/17 12:09:19.039, 80, 25, 11176, 5282, 5894, 82, 260.30, P2
2020/07/17 12:09:20.042, 98, 48, 11178, 7129, 4049, 70, 209.99, P2
2020/07/17 12:09:20.044, 76, 18, 11176, 5282, 5894, 81, 236.87, P2
2020/07/17 12:09:21.046, 97, 37, 11178, 7129, 4049, 70, 259.14, P2
2020/07/17 12:09:21.048, 75, 18, 11176, 5282, 5894, 81, 265.93, P2
2020/07/17 12:09:22.050, 98, 49, 11178, 7129, 4049, 70, 103.86, P2
2020/07/17 12:09:22.052, 87, 38, 11176, 5282, 5894, 81, 117.37, P2
2020/07/17 12:09:23.054, 99, 45, 11178, 7129, 4049, 70, 173.01, P2
2020/07/17 12:09:23.057, 99, 44, 11176, 5282, 5894, 81, 95.92, P2
2020/07/17 12:09:24.059, 83, 52, 11178, 7129, 4049, 70, 108.15, P2
2020/07/17 12:09:24.061, 99, 51, 11176, 5282, 5894, 82, 114.40, P2
2020/07/17 12:09:25.063, 83, 52, 11178, 7129, 4049, 70, 253.93, P2
2020/07/17 12:09:25.066, 99, 42, 11176, 5282, 5894, 82, 260.55, P2
2020/07/17 12:09:26.068, 82, 37, 11178, 7129, 4049, 70, 246.95, P2
2020/07/17 12:09:26.075, 80, 25, 11176, 5282, 5894, 82, 244.56, P2
2020/07/17 12:09:27.077, 95, 49, 11178, 7129, 4049, 70, 129.92, P2
2020/07/17 12:09:27.079, 76, 19, 11176, 5282, 5894, 82, 143.26, P2
2020/07/17 12:09:28.081, 98, 38, 11178, 7129, 4049, 70, 257.80, P2
2020/07/17 12:09:28.083, 76, 17, 11176, 5282, 5894, 81, 264.12, P2
2020/07/17 12:09:29.085, 98, 48, 11178, 7129, 4049, 70, 101.85, P2
2020/07/17 12:09:29.087, 86, 36, 11176, 5282, 5894, 81, 100.10, P2
2020/07/17 12:09:30.089, 99, 47, 11178, 7129, 4049, 70, 166.15, P2
2020/07/17 12:09:30.091, 99, 45, 11176, 5282, 5894, 81, 96.21, P2
2020/07/17 12:09:31.094, 83, 52, 11178, 7129, 4049, 70, 116.24, P2
2020/07/17 12:09:31.096, 99, 51, 11176, 5282, 5894, 82, 122.15, P2
2020/07/17 12:09:32.098, 83, 50, 11178, 7129, 4049, 70, 250.80, P2
2020/07/17 12:09:32.107, 99, 41, 11176, 5282, 5894, 82, 238.96, P2
2020/07/17 12:09:33.120, 82, 39, 11178, 7129, 4049, 70, 244.91, P2
2020/07/17 12:09:33.122, 81, 25, 11176, 5282, 5894, 82, 250.57, P2
2020/07/17 12:09:34.125, 98, 47, 11178, 7129, 4049, 70, 146.41, P2
2020/07/17 12:09:34.130, 76, 17, 11176, 5282, 5894, 82, 183.66, P2
2020/07/17 12:09:35.133, 98, 37, 11178, 7129, 4049, 70, 260.26, P2
2020/07/17 12:09:35.135, 76, 18, 11176, 5282, 5894, 81, 266.78, P2
2020/07/17 12:09:36.137, 98, 52, 11178, 7129, 4049, 70, 101.76, P2
2020/07/17 12:09:36.139, 86, 37, 11176, 5282, 5894, 81, 99.42, P2
2020/07/17 12:09:37.142, 96, 47, 11178, 7129, 4049, 70, 170.98, P2
2020/07/17 12:09:37.145, 99, 45, 11176, 5282, 5894, 82, 95.25, P2
2020/07/17 12:09:38.147, 83, 52, 11178, 7129, 4049, 70, 113.92, P2
2020/07/17 12:09:38.149, 99, 52, 11176, 5282, 5894, 82, 118.92, P2
2020/07/17 12:09:39.151, 83, 49, 11178, 7129, 4049, 70, 249.00, P2
2020/07/17 12:09:39.153, 99, 41, 11176, 5282, 5894, 82, 247.84, P2
2020/07/17 12:09:40.158, 82, 41, 11178, 7129, 4049, 70, 264.72, P2
2020/07/17 12:09:40.160, 80, 26, 11176, 5282, 5894, 82, 273.95, P2
2020/07/17 12:09:41.166, 98, 43, 11178, 7129, 4049, 70, 113.25, P2
2020/07/17 12:09:41.173, 76, 17, 11176, 5282, 5894, 82, 120.21, P2
2020/07/17 12:09:42.176, 98, 38, 11178, 7129, 4049, 70, 253.06, P2
2020/07/17 12:09:42.179, 76, 18, 11176, 5282, 5894, 81, 260.61, P2
2020/07/17 12:09:43.181, 84, 46, 11178, 7129, 4049, 70, 138.07, P2
2020/07/17 12:09:43.184, 99, 48, 11176, 5282, 5894, 82, 99.21, P2
2020/07/17 12:09:44.186, 83, 52, 11178, 7129, 4049, 71, 158.79, P2
2020/07/17 12:09:44.188, 99, 52, 11176, 5282, 5894, 82, 156.76, P2
2020/07/17 12:09:45.190, 83, 41, 11178, 7129, 4049, 70, 239.32, P2
2020/07/17 12:09:45.192, 99, 35, 11176, 5282, 5894, 82, 242.41, P2
2020/07/17 12:09:46.194, 89, 49, 11178, 7129, 4049, 70, 300.38, P2
2020/07/17 12:09:46.196, 75, 26, 11176, 5282, 5894, 82, 289.86, P2
2020/07/17 12:09:47.198, 98, 39, 11178, 7129, 4049, 70, 233.32, P2
2020/07/17 12:09:47.202, 76, 15, 11176, 5282, 5894, 82, 219.93, P2
2020/07/17 12:09:48.204, 98, 44, 11178, 7129, 4049, 70, 213.29, P2
2020/07/17 12:09:48.206, 76, 23, 11176, 5282, 5894, 81, 217.93, P2
2020/07/17 12:09:49.208, 98, 49, 11178, 7129, 4049, 70, 124.62, P2
2020/07/17 12:09:49.211, 93, 40, 11176, 5282, 5894, 82, 97.68, P2
2020/07/17 12:09:50.213, 83, 47, 11178, 7129, 4049, 70, 103.68, P2
2020/07/17 12:09:50.215, 99, 47, 11176, 5282, 5894, 82, 108.40, P2
2020/07/17 12:09:51.217, 83, 53, 11178, 7129, 4049, 71, 241.63, P2
2020/07/17 12:09:51.219, 99, 52, 11176, 5282, 5894, 82, 232.22, P2
2020/07/17 12:09:52.221, 83, 40, 11178, 7129, 4049, 70, 247.23, P2
2020/07/17 12:09:52.227, 98, 35, 11176, 5282, 5894, 82, 254.53, P2
2020/07/17 12:09:53.230, 90, 48, 11178, 7129, 4049, 70, 264.78, P2
2020/07/17 12:09:53.232, 75, 26, 11176, 5282, 5894, 82, 281.02, P2
2020/07/17 12:09:54.234, 98, 37, 11178, 7129, 4049, 70, 281.44, P2
2020/07/17 12:09:54.236, 76, 14, 11176, 5282, 5894, 82, 290.90, P2
2020/07/17 12:09:55.238, 98, 44, 11178, 7129, 4049, 70, 161.63, P2
2020/07/17 12:09:55.240, 76, 22, 11176, 5282, 5894, 81, 177.16, P2
2020/07/17 12:09:56.242, 95, 45, 11178, 7129, 4049, 70, 171.47, P2
2020/07/17 12:09:56.244, 92, 40, 11176, 5282, 5894, 82, 94.39, P2
2020/07/17 12:09:57.246, 83, 48, 11178, 7129, 4049, 71, 105.44, P2
2020/07/17 12:09:57.249, 99, 48, 11176, 5282, 5894, 82, 112.66, P2
2020/07/17 12:09:58.251, 83, 53, 11178, 7129, 4049, 71, 249.30, P2
2020/07/17 12:09:58.253, 99, 52, 11176, 5282, 5894, 82, 263.03, P2
2020/07/17 12:09:59.255, 83, 39, 11178, 7129, 4049, 70, 255.17, P2
2020/07/17 12:09:59.257, 99, 35, 11176, 5282, 5894, 82, 248.74, P2
2020/07/17 12:10:00.264, 92, 48, 11178, 7129, 4049, 70, 123.86, P2
2020/07/17 12:10:00.266, 75, 26, 11176, 5282, 5894, 82, 136.20, P2
2020/07/17 12:10:01.268, 98, 38, 11178, 7129, 4049, 70, 260.21, P2
2020/07/17 12:10:01.277, 76, 14, 11176, 5282, 5894, 82, 269.71, P2
2020/07/17 12:10:02.282, 98, 46, 11178, 7129, 4049, 70, 110.16, P2
2020/07/17 12:10:02.284, 76, 22, 11176, 5282, 5894, 81, 121.44, P2
2020/07/17 12:10:03.286, 99, 45, 11178, 7129, 4049, 70, 173.88, P2
2020/07/17 12:10:03.288, 93, 40, 11176, 5282, 5894, 82, 96.50, P2
2020/07/17 12:10:04.291, 83, 50, 11178, 7129, 4049, 71, 107.94, P2
2020/07/17 12:10:04.296, 99, 48, 11176, 5282, 5894, 82, 111.79, P2
2020/07/17 12:10:05.301, 83, 53, 11178, 7129, 4049, 71, 261.16, P2
2020/07/17 12:10:05.303, 99, 52, 11176, 5282, 5894, 82, 256.97, P2
2020/07/17 12:10:06.309, 98, 47, 11178, 7129, 4049, 70, 124.06, P2
2020/07/17 12:10:06.311, 76, 24, 11176, 5282, 5894, 82, 117.29, P2
2020/07/17 12:10:07.318, 97, 36, 11178, 7129, 4049, 70, 250.65, P2
2020/07/17 12:10:07.323, 75, 13, 11176, 5282, 5894, 82, 264.98, P2
2020/07/17 12:10:08.336, 98, 53, 11178, 7129, 4049, 70, 100.21, P2
2020/07/17 12:10:08.338, 76, 31, 11176, 5282, 5894, 81, 100.39, P2
2020/07/17 12:10:09.340, 95, 47, 11178, 7129, 4049, 70, 175.04, P2
2020/07/17 12:10:09.344, 99, 45, 11176, 5282, 5894, 82, 96.41, P2
2020/07/17 12:10:10.347, 83, 52, 11178, 7129, 4049, 71, 106.50, P2
2020/07/17 12:10:10.355, 99, 51, 11176, 5282, 5894, 82, 109.66, P2
2020/07/17 12:10:11.361, 83, 47, 11178, 7129, 4049, 71, 243.50, P2
2020/07/17 12:10:11.363, 99, 47, 11176, 5282, 5894, 82, 199.85, P2
2020/07/17 12:10:12.372, 82, 42, 11178, 7129, 4049, 70, 254.98, P2
2020/07/17 12:10:12.375, 88, 30, 11176, 5282, 5894, 82, 249.68, P2
2020/07/17 12:10:13.377, 96, 44, 11178, 7129, 4049, 70, 295.55, P2
2020/07/17 12:10:13.390, 73, 21, 11176, 5282, 5894, 82, 259.94, P2
2020/07/17 12:10:14.402, 97, 38, 11178, 7129, 4049, 70, 168.17, P2
2020/07/17 12:10:14.405, 75, 13, 11176, 5282, 5894, 82, 151.96, P2
2020/07/17 12:10:15.411, 98, 53, 11178, 7129, 4049, 70, 247.32, P2
2020/07/17 12:10:15.415, 76, 30, 11176, 5282, 5894, 82, 254.14, P2
2020/07/17 12:10:16.418, 90, 47, 11178, 7129, 4049, 70, 106.31, P2
2020/07/17 12:10:16.421, 99, 46, 11176, 5282, 5894, 82, 99.52, P2
2020/07/17 12:10:17.424, 83, 52, 11178, 7129, 4049, 71, 156.10, P2
2020/07/17 12:10:17.428, 99, 50, 11176, 5282, 5894, 82, 98.17, P2
2020/07/17 12:10:18.431, 83, 44, 11178, 7129, 4049, 71, 128.72, P2
2020/07/17 12:10:18.434, 99, 45, 11176, 5282, 5894, 82, 133.93, P2
2020/07/17 12:10:19.436, 85, 45, 11178, 7129, 4049, 71, 234.96, P2
2020/07/17 12:10:19.442, 87, 29, 11176, 5282, 5894, 82, 259.55, P2
2020/07/17 12:10:20.445, 98, 41, 11178, 7129, 4049, 70, 270.41, P2
2020/07/17 12:10:20.451, 76, 22, 11176, 5282, 5894, 82, 272.69, P2
2020/07/17 12:10:21.453, 98, 40, 11178, 7129, 4049, 70, 157.24, P2
2020/07/17 12:10:21.456, 76, 13, 11176, 5282, 5894, 82, 158.64, P2
2020/07/17 12:10:22.459, 96, 50, 11178, 7129, 4049, 70, 232.09, P2
2020/07/17 12:10:22.461, 79, 32, 11176, 5282, 5894, 82, 246.31, P2
2020/07/17 12:10:23.466, 85, 46, 11178, 7129, 4049, 70, 106.40, P2
2020/07/17 12:10:23.478, 99, 45, 11176, 5282, 5894, 82, 99.15, P2
2020/07/17 12:10:24.483, 83, 53, 11178, 7129, 4049, 71, 161.26, P2
2020/07/17 12:10:24.489, 99, 52, 11176, 5282, 5894, 82, 97.38, P2
2020/07/17 12:10:25.493, 83, 43, 11178, 7129, 4049, 71, 122.92, P2
2020/07/17 12:10:25.497, 99, 39, 11176, 5282, 5894, 83, 120.31, P2
2020/07/17 12:10:26.506, 84, 43, 11178, 7129, 4049, 71, 239.98, P2
2020/07/17 12:10:26.509, 78, 25, 11176, 5282, 5894, 82, 241.64, P2
2020/07/17 12:10:27.511, 98, 40, 11178, 7129, 4049, 70, 252.97, P2
2020/07/17 12:10:27.520, 76, 15, 11176, 5282, 5894, 82, 250.57, P2
2020/07/17 12:10:28.522, 98, 46, 11178, 7129, 4049, 70, 231.10, P2
2020/07/17 12:10:28.524, 97, 42, 11176, 5282, 5894, 82, 236.35, P2
2020/07/17 12:10:29.527, 83, 49, 11178, 7129, 4049, 70, 109.02, P2
2020/07/17 12:10:29.535, 98, 50, 11176, 5282, 5894, 82, 99.35, P2
2020/07/17 12:10:30.539, 83, 53, 11178, 7129, 4049, 70, 145.56, P2
2020/07/17 12:10:30.541, 99, 51, 11176, 5282, 5894, 82, 97.78, P2
2020/07/17 12:10:31.548, 83, 36, 11178, 7129, 4049, 71, 124.18, P2
2020/07/17 12:10:31.550, 99, 36, 11176, 5282, 5894, 83, 127.73, P2
2020/07/17 12:10:32.554, 95, 49, 11178, 7129, 4049, 71, 256.40, P2
2020/07/17 12:10:32.556, 75, 25, 11176, 5282, 5894, 82, 240.68, P2
2020/07/17 12:10:33.560, 98, 38, 11178, 7129, 4049, 70, 271.29, P2
2020/07/17 12:10:33.562, 76, 14, 11176, 5282, 5894, 82, 261.27, P2
2020/07/17 12:10:34.566, 97, 48, 11178, 7129, 4049, 70, 141.83, P2
2020/07/17 12:10:34.572, 75, 24, 11176, 5282, 5894, 82, 134.38, P2
2020/07/17 12:10:35.578, 99, 46, 11178, 7129, 4049, 70, 248.61, P2
2020/07/17 12:10:35.580, 96, 41, 11176, 5282, 5894, 82, 256.04, P2
2020/07/17 12:10:36.582, 83, 51, 11178, 7129, 4049, 70, 104.93, P2
2020/07/17 12:10:36.585, 98, 48, 11176, 5282, 5894, 82, 100.39, P2
2020/07/17 12:10:37.587, 83, 52, 11178, 7129, 4049, 71, 157.81, P2
2020/07/17 12:10:37.589, 99, 52, 11176, 5282, 5894, 82, 98.17, P2
2020/07/17 12:10:38.592, 82, 37, 11178, 7129, 4049, 71, 127.14, P2
2020/07/17 12:10:38.597, 98, 35, 11176, 5282, 5894, 83, 119.24, P2
2020/07/17 12:10:39.605, 97, 49, 11178, 7129, 4049, 71, 260.58, P2
2020/07/17 12:10:39.607, 76, 25, 11176, 5282, 5894, 83, 236.93, P2
2020/07/17 12:10:40.610, 97, 36, 11178, 7129, 4049, 70, 263.00, P2
2020/07/17 12:10:40.617, 75, 14, 11176, 5282, 5894, 82, 265.31, P2
2020/07/17 12:10:41.626, 98, 48, 11178, 7129, 4049, 70, 112.51, P2
2020/07/17 12:10:41.631, 75, 24, 11176, 5282, 5894, 82, 171.63, P2
2020/07/17 12:10:42.641, 99, 46, 11178, 7129, 4049, 70, 254.80, P2
2020/07/17 12:10:42.643, 97, 42, 11176, 5282, 5894, 82, 273.57, P2
2020/07/17 12:10:43.652, 83, 49, 11178, 7129, 4049, 70, 117.84, P2
2020/07/17 12:10:43.654, 99, 48, 11176, 5282, 5894, 82, 158.97, P2
2020/07/17 12:10:44.658, 83, 53, 11178, 7129, 4049, 70, 170.02, P2
2020/07/17 12:10:44.660, 99, 51, 11176, 5282, 5894, 82, 93.90, P2
2020/07/17 12:10:45.666, 82, 37, 11178, 7129, 4049, 71, 99.93, P2
2020/07/17 12:10:45.673, 99, 36, 11176, 5282, 5894, 83, 104.33, P2
2020/07/17 12:10:46.679, 96, 48, 11178, 7129, 4049, 71, 231.68, P2
2020/07/17 12:10:46.681, 75, 25, 11176, 5282, 5894, 83, 223.26, P2
2020/07/17 12:10:47.683, 97, 37, 11178, 7129, 4049, 71, 256.16, P2
2020/07/17 12:10:47.685, 75, 13, 11176, 5282, 5894, 83, 243.32, P2
2020/07/17 12:10:48.696, 97, 48, 11178, 7129, 4049, 71, 264.80, P2
2020/07/17 12:10:48.698, 76, 25, 11176, 5282, 5894, 82, 309.51, P2
2020/07/17 12:10:49.702, 99, 46, 11178, 7129, 4049, 71, 299.13, P2
2020/07/17 12:10:49.704, 96, 41, 11176, 5282, 5894, 82, 261.93, P2
2020/07/17 12:10:50.710, 83, 47, 11178, 7129, 4049, 70, 164.98, P2
2020/07/17 12:10:50.717, 99, 47, 11176, 5282, 5894, 82, 98.36, P2
2020/07/17 12:10:51.728, 82, 41, 11178, 7129, 4049, 71, 105.24, P2
2020/07/17 12:10:51.730, 87, 29, 11176, 5282, 5894, 83, 102.52, P2
2020/07/17 12:10:52.736, 97, 46, 11178, 7129, 4049, 71, 221.20, P2
2020/07/17 12:10:52.740, 75, 22, 11176, 5282, 5894, 83, 222.35, P2
2020/07/17 12:10:53.742, 98, 37, 11178, 7129, 4049, 71, 258.83, P2
2020/07/17 12:10:53.747, 76, 13, 11176, 5282, 5894, 83, 263.82, P2
2020/07/17 12:10:54.749, 98, 52, 11178, 7129, 4049, 71, 288.88, P2
2020/07/17 12:10:54.751, 76, 29, 11176, 5282, 5894, 82, 283.79, P2
2020/07/17 12:10:55.753, 98, 47, 11178, 7129, 4049, 70, 297.59, P2
2020/07/17 12:10:55.756, 99, 46, 11176, 5282, 5894, 82, 300.36, P2
2020/07/17 12:10:56.758, 83, 52, 11178, 7129, 4049, 70, 174.17, P2
2020/07/17 12:10:56.760, 99, 51, 11176, 5282, 5894, 82, 189.57, P2
2020/07/17 12:10:57.762, 83, 48, 11178, 7129, 4049, 71, 125.62, P2
2020/07/17 12:10:57.771, 99, 47, 11176, 5282, 5894, 82, 95.46, P2
2020/07/17 12:10:58.777, 82, 42, 11178, 7129, 4049, 71, 99.23, P2
2020/07/17 12:10:58.779, 88, 30, 11176, 5282, 5894, 83, 102.60, P2
2020/07/17 12:10:59.787, 83, 51, 11178, 7129, 4049, 71, 107.64, P2
2020/07/17 12:10:59.817, 99, 48, 11176, 5282, 5894, 83, 113.33, P2
2020/07/17 12:11:00.819, 83, 53, 11178, 7129, 4049, 71, 252.77, P2
2020/07/17 12:11:00.823, 99, 52, 11176, 5282, 5894, 83, 260.65, P2
2020/07/17 12:11:01.825, 83, 38, 11178, 7129, 4049, 71, 253.40, P2
2020/07/17 12:11:01.836, 99, 36, 11176, 5282, 5894, 83, 245.26, P2
2020/07/17 12:11:02.845, 93, 49, 11178, 7129, 4049, 71, 266.05, P2
2020/07/17 12:11:02.851, 75, 26, 11176, 5282, 5894, 82, 267.30, P2
2020/07/17 12:11:03.853, 97, 37, 11178, 7129, 4049, 70, 265.96, P2
2020/07/17 12:11:03.864, 76, 14, 11176, 5282, 5894, 83, 187.68, P2
2020/07/17 12:11:04.873, 98, 48, 11178, 7129, 4049, 70, 229.65, P2
2020/07/17 12:11:04.876, 76, 24, 11176, 5282, 5894, 82, 243.26, P2
2020/07/17 12:11:05.881, 99, 45, 11178, 7129, 4049, 71, 110.74, P2
2020/07/17 12:11:05.883, 94, 41, 11176, 5282, 5894, 82, 100.39, P2
2020/07/17 12:11:06.886, 83, 50, 11178, 7129, 4049, 71, 123.79, P2
2020/07/17 12:11:06.888, 98, 47, 11176, 5282, 5894, 83, 100.88, P2
2020/07/17 12:11:07.894, 83, 52, 11178, 7129, 4049, 71, 147.70, P2
2020/07/17 12:11:07.898, 99, 51, 11176, 5282, 5894, 83, 139.80, P2
2020/07/17 12:11:08.904, 83, 38, 11178, 7129, 4049, 71, 260.10, P2
2020/07/17 12:11:08.908, 99, 36, 11176, 5282, 5894, 83, 252.68, P2
2020/07/17 12:11:09.914, 97, 48, 11178, 7129, 4049, 71, 262.33, P2
2020/07/17 12:11:09.921, 76, 25, 11176, 5282, 5894, 83, 259.17, P2
2020/07/17 12:11:10.931, 98, 37, 11178, 7129, 4049, 71, 115.56, P2
2020/07/17 12:11:10.935, 76, 13, 11176, 5282, 5894, 83, 132.93, P2
2020/07/17 12:11:11.942, 98, 47, 11178, 7129, 4049, 70, 255.20, P2
2020/07/17 12:11:11.944, 76, 24, 11176, 5282, 5894, 82, 261.86, P2
2020/07/17 12:11:12.946, 83, 53, 11178, 7129, 4049, 71, 131.74, P2
2020/07/17 12:11:12.950, 99, 51, 11176, 5282, 5894, 83, 100.59, P2
2020/07/17 12:11:13.952, 83, 46, 11178, 7129, 4049, 71, 165.61, P2
2020/07/17 12:11:13.954, 99, 48, 11176, 5282, 5894, 83, 165.50, P2
2020/07/17 12:11:14.957, 82, 42, 11178, 7129, 4049, 71, 235.94, P2
2020/07/17 12:11:14.959, 90, 30, 11176, 5282, 5894, 83, 240.12, P2
2020/07/17 12:11:15.961, 98, 43, 11178, 7129, 4049, 71, 307.31, P2
2020/07/17 12:11:15.963, 76, 24, 11176, 5282, 5894, 82, 285.43, P2
2020/07/17 12:11:16.965, 98, 38, 11178, 7129, 4049, 71, 235.46, P2
2020/07/17 12:11:16.971, 76, 14, 11176, 5282, 5894, 82, 169.66, P2
2020/07/17 12:11:17.981, 98, 54, 11178, 7129, 4049, 70, 236.04, P2
2020/07/17 12:11:17.984, 75, 29, 11176, 5282, 5894, 82, 254.03, P2
2020/07/17 12:11:18.991, 92, 47, 11178, 7129, 4049, 71, 107.26, P2
2020/07/17 12:11:18.994, 99, 46, 11176, 5282, 5894, 82, 100.12, P2
2020/07/17 12:11:19.997, 83, 52, 11178, 7129, 4049, 71, 163.79, P2
2020/07/17 12:11:20.005, 99, 51, 11176, 5282, 5894, 83, 97.47, P2
2020/07/17 12:11:21.007, 83, 47, 11178, 7129, 4049, 71, 119.53, P2
2020/07/17 12:11:21.009, 99, 50, 11176, 5282, 5894, 83, 127.64, P2
2020/07/17 12:11:22.011, 82, 41, 11178, 7129, 4049, 71, 239.15, P2
2020/07/17 12:11:22.019, 96, 33, 11176, 5282, 5894, 83, 241.98, P2
2020/07/17 12:11:23.021, 98, 45, 11178, 7129, 4049, 71, 248.61, P2
2020/07/17 12:11:23.023, 76, 26, 11176, 5282, 5894, 83, 275.35, P2
2020/07/17 12:11:24.026, 96, 37, 11178, 7129, 4049, 71, 152.80, P2
2020/07/17 12:11:24.030, 75, 14, 11176, 5282, 5894, 83, 156.51, P2
2020/07/17 12:11:25.033, 97, 52, 11178, 7129, 4049, 70, 237.87, P2
2020/07/17 12:11:25.035, 74, 28, 11176, 5282, 5894, 82, 240.91, P2
2020/07/17 12:11:26.037, 95, 48, 11178, 7129, 4049, 71, 108.34, P2
2020/07/17 12:11:26.043, 99, 45, 11176, 5282, 5894, 82, 99.83, P2
2020/07/17 12:11:27.045, 83, 52, 11178, 7129, 4049, 71, 130.53, P2
2020/07/17 12:11:27.047, 99, 51, 11176, 5282, 5894, 83, 99.91, P2
2020/07/17 12:11:28.053, 83, 48, 11178, 7129, 4049, 71, 142.38, P2
2020/07/17 12:11:28.055, 99, 49, 11176, 5282, 5894, 83, 148.87, P2
2020/07/17 12:11:29.057, 82, 41, 11178, 7129, 4049
