timestamp, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB], memory.free [MiB], power.draw [W]
2020/06/07 18:20:25.196, 0, 0, 11178, 2, 11176, 9.51
2020/06/07 18:20:25.200, 0, 0, 11176, 18, 11158, 11.27
2020/06/07 18:20:30.205, 0, 0, 11178, 2, 11176, 9.41
2020/06/07 18:20:30.208, 0, 0, 11176, 18, 11158, 10.88
